"concept","concept_name","original_code","code","pregnancy_filter","vocabulary"
"C0405189","Failed medical or unspecified induction NOS","L2910,L291z","L2910","end_of_pregnancy","RCD2"
"C0405189","Failed medical or unspecified induction NOS","L291z,L2910","L291z","end_of_pregnancy","RCD"
"C0405189","Failed medical or unspecified induction NOS","L291z,L2910","L2910","end_of_pregnancy","RCD"
"C0405309","Obstetric breast abscess - delivered","200374003,","200374003","end_of_pregnancy","SNOMEDCT_US"
"C0405309","Obstetric breast abscess - delivered","675.14","675.14","end_of_pregnancy","ICD9CM"
"C0405309","Obstetric breast abscess - delivered","L4511","L4511","end_of_pregnancy","RCD2"
"C0405309","Obstetric breast abscess - delivered","L4511","L4511","end_of_pregnancy","RCD"
"C0405309","Obstetric breast abscess - delivered","L4511","L4511","end_of_pregnancy","RCD2"
"C0405309","Obstetric breast abscess - delivered","L4511","L4511","end_of_pregnancy","RCD"
"C0411063","Spine or spinal cord injury due to birth trauma","157094006,206225009,","206225009","end_of_pregnancy","SNOMEDCT_US"
"C0411063","Spine or spinal cord injury due to birth trauma","157094006,206225009,","157094006","end_of_pregnancy","SNOMEDCT_US"
"C0411063","Spine or spinal cord injury due to birth trauma","767.4","767.4","end_of_pregnancy","ICD9CM"
"C0411063","Spine or spinal cord injury due to birth trauma","P11.5","P11.5","end_of_pregnancy","ICD10CM"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204.","end_of_pregnancy","RCD"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204.","end_of_pregnancy","RCD2"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204z","end_of_pregnancy","RCD"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204z","end_of_pregnancy","RCD2"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204.","end_of_pregnancy","RCD"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204.","end_of_pregnancy","RCD2"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204z","end_of_pregnancy","RCD"
"C0411063","Spine or spinal cord injury due to birth trauma","Q204.,Q204z","Q204z","end_of_pregnancy","RCD2"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","206037001,38511004,","38511004","end_of_pregnancy","SNOMEDCT_US"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","206037001,38511004,","206037001","end_of_pregnancy","SNOMEDCT_US"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","761.1","761.1","end_of_pregnancy","ICD9CM"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","P01.1","P01.1","end_of_pregnancy","ICD10CM"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","Q011.","Q011.","end_of_pregnancy","RCD2"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","Q011.","Q011.","end_of_pregnancy","RCD"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","Q011.","Q011.","end_of_pregnancy","RCD2"
"C0411160","Fetus or neonate affected by maternal premature rupture of membrane","Q011.","Q011.","end_of_pregnancy","RCD"
"C0411164","Fetus or neonate affected by ectopic pregnancy","206040001,206041002,206045006,69693005,","206041002","end_of_pregnancy","SNOMEDCT_US"
"C0411164","Fetus or neonate affected by ectopic pregnancy","206040001,206041002,206045006,69693005,","206045006","end_of_pregnancy","SNOMEDCT_US"
"C0411164","Fetus or neonate affected by ectopic pregnancy","206040001,206041002,206045006,69693005,","206040001","end_of_pregnancy","SNOMEDCT_US"
"C0411164","Fetus or neonate affected by ectopic pregnancy","206040001,206041002,206045006,69693005,","69693005","end_of_pregnancy","SNOMEDCT_US"
"C0411164","Fetus or neonate affected by ectopic pregnancy","761.4","761.4","end_of_pregnancy","ICD9CM"
"C0411164","Fetus or neonate affected by ectopic pregnancy","P01.4","P01.4","end_of_pregnancy","ICD10CM"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014z","end_of_pregnancy","RCD"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014z","end_of_pregnancy","RCD2"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014.","end_of_pregnancy","RCD"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014.","end_of_pregnancy","RCD2"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014.","end_of_pregnancy","RCD"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014.","end_of_pregnancy","RCD2"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q0140","end_of_pregnancy","RCD"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q0140","end_of_pregnancy","RCD2"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q0140","end_of_pregnancy","RCD"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q0140","end_of_pregnancy","RCD2"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014z","end_of_pregnancy","RCD"
"C0411164","Fetus or neonate affected by ectopic pregnancy","Q014.,Q0140,Q014z","Q014z","end_of_pregnancy","RCD2"
"C0411169","Fetus or neonate affected by multiple pregnancy","18001006,206046007,206047003,206050000,","18001006","end_of_pregnancy","SNOMEDCT_US"
"C0411169","Fetus or neonate affected by multiple pregnancy","18001006,206046007,206047003,206050000,","206046007","end_of_pregnancy","SNOMEDCT_US"
"C0411169","Fetus or neonate affected by multiple pregnancy","18001006,206046007,206047003,206050000,","206047003","end_of_pregnancy","SNOMEDCT_US"
"C0411169","Fetus or neonate affected by multiple pregnancy","18001006,206046007,206047003,206050000,","206050000","end_of_pregnancy","SNOMEDCT_US"
"C0411169","Fetus or neonate affected by multiple pregnancy","761.5","761.5","end_of_pregnancy","ICD9CM"
"C0411169","Fetus or neonate affected by multiple pregnancy","P01.5","P01.5","end_of_pregnancy","ICD10CM"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015z","end_of_pregnancy","RCD2"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015z","end_of_pregnancy","RCD"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015.","end_of_pregnancy","RCD2"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015.","end_of_pregnancy","RCD"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q0150","end_of_pregnancy","RCD2"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q0150","end_of_pregnancy","RCD"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015z","end_of_pregnancy","RCD2"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015z","end_of_pregnancy","RCD"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q0150","end_of_pregnancy","RCD2"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q0150","end_of_pregnancy","RCD"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015.","end_of_pregnancy","RCD2"
"C0411169","Fetus or neonate affected by multiple pregnancy","Q015.,Q0150,Q015z","Q015.","end_of_pregnancy","RCD"
"C0411175","Fetal or neonatal effect of maternal medical problem","206002004,206033002,6593004,","206002004","end_of_pregnancy","SNOMEDCT_US"
"C0411175","Fetal or neonatal effect of maternal medical problem","206002004,206033002,6593004,","206033002","end_of_pregnancy","SNOMEDCT_US"
"C0411175","Fetal or neonatal effect of maternal medical problem","206002004,206033002,6593004,","6593004","end_of_pregnancy","SNOMEDCT_US"
"C0411175","Fetal or neonatal effect of maternal medical problem","760.9","760.9","end_of_pregnancy","ICD9CM"
"C0411175","Fetal or neonatal effect of maternal medical problem","P00.9","P00.9","end_of_pregnancy","ICD10CM"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00z.","end_of_pregnancy","RCD"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00z.","end_of_pregnancy","RCD2"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00..","end_of_pregnancy","RCD"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00..","end_of_pregnancy","RCD2"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00..","end_of_pregnancy","RCD"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00..","end_of_pregnancy","RCD2"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00z.","end_of_pregnancy","RCD"
"C0411175","Fetal or neonatal effect of maternal medical problem","Q00..,Q00z.","Q00z.","end_of_pregnancy","RCD2"
"C0411176","Fetus or neonate affected by maternal hypertensive disease","206003009,268794002,44195006,","268794002","end_of_pregnancy","SNOMEDCT_US"
"C0411176","Fetus or neonate affected by maternal hypertensive disease","206003009,268794002,44195006,","44195006","end_of_pregnancy","SNOMEDCT_US"
"C0411176","Fetus or neonate affected by maternal hypertensive disease","206003009,268794002,44195006,","206003009","end_of_pregnancy","SNOMEDCT_US"
"C0411176","Fetus or neonate affected by maternal hypertensive disease","760","760","end_of_pregnancy","ICD9CM"
"C0411176","Fetus or neonate affected by maternal hypertensive disease","Q000.","Q000.","end_of_pregnancy","RCD2"
"C0411176","Fetus or neonate affected by maternal hypertensive disease","XE1eB","XE1eB","end_of_pregnancy","RCD"
"C0411178","Fetal or neonatal effect of maternal infection","206005002,76405001,","76405001","end_of_pregnancy","SNOMEDCT_US"
"C0411178","Fetal or neonatal effect of maternal infection","206005002,76405001,","206005002","end_of_pregnancy","SNOMEDCT_US"
"C0411178","Fetal or neonatal effect of maternal infection","760.2","760.2","end_of_pregnancy","ICD9CM"
"C0411178","Fetal or neonatal effect of maternal infection","Q002.","Q002.","end_of_pregnancy","RCD2"
"C0411178","Fetal or neonatal effect of maternal infection","Q002.","Q002.","end_of_pregnancy","RCD"
"C0411178","Fetal or neonatal effect of maternal infection","Q002.","Q002.","end_of_pregnancy","RCD2"
"C0411178","Fetal or neonatal effect of maternal infection","Q002.","Q002.","end_of_pregnancy","RCD"
"C0419377","Encounter due to birth of twins, both stillborn","147061003,315962002,","147061003","end_of_pregnancy","SNOMEDCT_US"
"C0419377","Encounter due to birth of twins, both stillborn","147061003,315962002,","315962002","end_of_pregnancy","SNOMEDCT_US"
"C0419377","Encounter due to birth of twins, both stillborn","V27.4","V27.4","end_of_pregnancy","ICD9CM"
"C0419377","Encounter due to birth of twins, both stillborn","Z37.4","Z37.4","end_of_pregnancy","ICD10CM"
"C0419377","Encounter due to birth of twins, both stillborn","ZV274","ZV274","end_of_pregnancy","RCD2"
"C0419377","Encounter due to birth of twins, both stillborn","ZV274","ZV274","end_of_pregnancy","RCD"
"C0419377","Encounter due to birth of twins, both stillborn","ZV274","ZV274","end_of_pregnancy","RCD2"
"C0419377","Encounter due to birth of twins, both stillborn","ZV274","ZV274","end_of_pregnancy","RCD"
"C0419585","Encounter due to rubella screening","316597000,","316597000","ongoing_pregnancy","SNOMEDCT_US"
"C0419585","Encounter due to rubella screening","V73.3","V73.3","ongoing_pregnancy","ICD9CM"
"C0419585","Encounter due to rubella screening","ZV733","ZV733","ongoing_pregnancy","RCD"
"C0419585","Encounter due to rubella screening","ZV733","ZV733","ongoing_pregnancy","RCD2"
"C0419585","Encounter due to rubella screening","ZV733","ZV733","ongoing_pregnancy","RCD"
"C0419585","Encounter due to rubella screening","ZV733","ZV733","ongoing_pregnancy","RCD2"
"C0426066","Unstable lie","156156000,199343009,199346001,","199343009","end_of_pregnancy","SNOMEDCT_US"
"C0426066","Unstable lie","156156000,199343009,199346001,","156156000","end_of_pregnancy","SNOMEDCT_US"
"C0426066","Unstable lie","156156000,199343009,199346001,","199346001","end_of_pregnancy","SNOMEDCT_US"
"C0426066","Unstable lie","652","652","end_of_pregnancy","ICD9CM"
"C0426066","Unstable lie","L220.,L2200,L220z","L2200","end_of_pregnancy","RCD"
"C0426066","Unstable lie","L220.,L2200,L220z","L220z","end_of_pregnancy","RCD"
"C0426066","Unstable lie","L220.,L2200,L220z","L220.","end_of_pregnancy","RCD"
"C0426066","Unstable lie","L2200,L220z,L220.","L220.","end_of_pregnancy","RCD2"
"C0426066","Unstable lie","L2200,L220z,L220.","L2200","end_of_pregnancy","RCD2"
"C0426066","Unstable lie","L2200,L220z,L220.","L220z","end_of_pregnancy","RCD2"
"C0426187","Failure of fetal head to enter pelvic brim","156160002,199374006,199377004,62098001,","156160002","end_of_pregnancy","SNOMEDCT_US"
"C0426187","Failure of fetal head to enter pelvic brim","156160002,199374006,199377004,62098001,","199374006","end_of_pregnancy","SNOMEDCT_US"
"C0426187","Failure of fetal head to enter pelvic brim","156160002,199374006,199377004,62098001,","62098001","end_of_pregnancy","SNOMEDCT_US"
"C0426187","Failure of fetal head to enter pelvic brim","156160002,199374006,199377004,62098001,","199377004","end_of_pregnancy","SNOMEDCT_US"
"C0426187","Failure of fetal head to enter pelvic brim","652.5","652.5","end_of_pregnancy","ICD9CM"
"C0426187","Failure of fetal head to enter pelvic brim","L227.,L2270,L227z","L227.","end_of_pregnancy","RCD2"
"C0426187","Failure of fetal head to enter pelvic brim","L227.,L2270,L227z","L227z","end_of_pregnancy","RCD2"
"C0426187","Failure of fetal head to enter pelvic brim","L227.,L2270,L227z","L2270","end_of_pregnancy","RCD2"
"C0426187","Failure of fetal head to enter pelvic brim","L227.,L2270,L227z,XE0ye","XE0ye","end_of_pregnancy","RCD"
"C0426187","Failure of fetal head to enter pelvic brim","L227.,L2270,L227z,XE0ye","L2270","end_of_pregnancy","RCD"
"C0426187","Failure of fetal head to enter pelvic brim","L227.,L2270,L227z,XE0ye","L227.","end_of_pregnancy","RCD"
"C0426187","Failure of fetal head to enter pelvic brim","L227.,L2270,L227z,XE0ye","L227z","end_of_pregnancy","RCD"
"C0451636","Pregnant state, incidental","315903005,","315903005","ongoing_pregnancy","SNOMEDCT_US"
"C0451636","Pregnant state, incidental","V22.2","V22.2","ongoing_pregnancy","ICD9CM"
"C0451636","Pregnant state, incidental","Z33","Z33","ongoing_pregnancy","ICD10CM"
"C0451636","Pregnant state, incidental","ZV223","ZV223","ongoing_pregnancy","RCD2"
"C0451636","Pregnant state, incidental","ZV223","ZV223","ongoing_pregnancy","RCD"
"C0451636","Pregnant state, incidental","ZV223","ZV223","ongoing_pregnancy","RCD2"
"C0451636","Pregnant state, incidental","ZV223","ZV223","ongoing_pregnancy","RCD"
"C0455988","Hydrops Fetalis, Non-Immune","157160006,206538000,206551005,268886003,276509008,59928009","206538000","end_of_pregnancy","SNOMEDCT_US"
"C0455988","Hydrops Fetalis, Non-Immune","157160006,206538000,206551005,268886003,276509008,59928009","206551005","end_of_pregnancy","SNOMEDCT_US"
"C0455988","Hydrops Fetalis, Non-Immune","157160006,206538000,206551005,268886003,276509008,59928009","276509008","end_of_pregnancy","SNOMEDCT_US"
"C0455988","Hydrops Fetalis, Non-Immune","157160006,206538000,206551005,268886003,276509008,59928009","59928009","end_of_pregnancy","SNOMEDCT_US"
"C0455988","Hydrops Fetalis, Non-Immune","157160006,206538000,206551005,268886003,276509008,59928009","268886003","end_of_pregnancy","SNOMEDCT_US"
"C0455988","Hydrops Fetalis, Non-Immune","157160006,206538000,206551005,268886003,276509008,59928009","157160006","end_of_pregnancy","SNOMEDCT_US"
"C0455988","Hydrops Fetalis, Non-Immune","778","778","end_of_pregnancy","ICD9CM"
"C0455988","Hydrops Fetalis, Non-Immune","Q470.,Q479.","Q479.","end_of_pregnancy","RCD2"
"C0455988","Hydrops Fetalis, Non-Immune","Q470.,Q479.","Q470.","end_of_pregnancy","RCD2"
"C0455988","Hydrops Fetalis, Non-Immune","Q470.,Xa07b","Q470.","end_of_pregnancy","RCD"
"C0455988","Hydrops Fetalis, Non-Immune","Q470.,Xa07b","Xa07b","end_of_pregnancy","RCD"
"C0455990","Immune Hydrops Fetalis","15539009,157134005,206432002,","15539009","end_of_pregnancy","SNOMEDCT_US"
"C0455990","Immune Hydrops Fetalis","15539009,157134005,206432002,","206432002","end_of_pregnancy","SNOMEDCT_US"
"C0455990","Immune Hydrops Fetalis","15539009,157134005,206432002,","157134005","end_of_pregnancy","SNOMEDCT_US"
"C0455990","Immune Hydrops Fetalis","773.3","773.3","end_of_pregnancy","ICD9CM"
"C0455990","Immune Hydrops Fetalis","P56.0","P56.0","end_of_pregnancy","ICD10CM"
"C0455990","Immune Hydrops Fetalis","Q423.","Q423.","end_of_pregnancy","RCD2"
"C0455990","Immune Hydrops Fetalis","Q423.,Xa07e","Q423.","end_of_pregnancy","RCD"
"C0455990","Immune Hydrops Fetalis","Q423.,Xa07e","Xa07e","end_of_pregnancy","RCD"
"C0456017","Chronic respiratory disease in perinatal period","20322005,206315002,","206315002","end_of_pregnancy","SNOMEDCT_US"
"C0456017","Chronic respiratory disease in perinatal period","20322005,206315002,","20322005","end_of_pregnancy","SNOMEDCT_US"
"C0456017","Chronic respiratory disease in perinatal period","770.7","770.7","end_of_pregnancy","ICD9CM"
"C0456017","Chronic respiratory disease in perinatal period","P27","P27","end_of_pregnancy","ICD10CM"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317.","end_of_pregnancy","RCD"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317.","end_of_pregnancy","RCD2"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317z","end_of_pregnancy","RCD"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317z","end_of_pregnancy","RCD2"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317z","end_of_pregnancy","RCD"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317z","end_of_pregnancy","RCD2"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317.","end_of_pregnancy","RCD"
"C0456017","Chronic respiratory disease in perinatal period","Q317.,Q317z","Q317.","end_of_pregnancy","RCD2"
"C0456089","Mild to moderate birth asphyxia (disorder)","206277003,302963005,","302963005","end_of_pregnancy","SNOMEDCT_US"
"C0456089","Mild to moderate birth asphyxia (disorder)","206277003,302963005,","206277003","end_of_pregnancy","SNOMEDCT_US"
"C0456089","Mild to moderate birth asphyxia (disorder)","768.6","768.6","end_of_pregnancy","ICD9CM"
"C0456089","Mild to moderate birth asphyxia (disorder)","P21.1","P21.1","end_of_pregnancy","ICD10CM"
"C0456089","Mild to moderate birth asphyxia (disorder)","Q216.","Q216.","end_of_pregnancy","RCD2"
"C0456089","Mild to moderate birth asphyxia (disorder)","Xa0AA,Xa9DA","Xa0AA","end_of_pregnancy","RCD"
"C0456089","Mild to moderate birth asphyxia (disorder)","Xa0AA,Xa9DA","Xa9DA","end_of_pregnancy","RCD"
"C0473384","Oedema or excessive weight gain in pregnancy without mention of hypertension, delivered with mention of postpartum complication","199075004,","199075004","end_of_pregnancy","SNOMEDCT_US"
"C0473384","Oedema or excessive weight gain in pregnancy without mention of hypertension, delivered with mention of postpartum complication","646.12","646.12","end_of_pregnancy","ICD9CM"
"C0473384","Oedema or excessive weight gain in pregnancy without mention of hypertension, delivered with mention of postpartum complication","L1612","L1612","end_of_pregnancy","RCD2"
"C0473384","Oedema or excessive weight gain in pregnancy without mention of hypertension, delivered with mention of postpartum complication","L1612","L1612","end_of_pregnancy","RCD"
"C0473384","Oedema or excessive weight gain in pregnancy without mention of hypertension, delivered with mention of postpartum complication","L1612","L1612","end_of_pregnancy","RCD2"
"C0473384","Oedema or excessive weight gain in pregnancy without mention of hypertension, delivered with mention of postpartum complication","L1612","L1612","end_of_pregnancy","RCD"
"C0473388","Other threatened labour unspecified","199052006,199053001,199055008,","199053001","end_of_pregnancy","SNOMEDCT_US"
"C0473388","Other threatened labour unspecified","199052006,199053001,199055008,","199052006","end_of_pregnancy","SNOMEDCT_US"
"C0473388","Other threatened labour unspecified","199052006,199053001,199055008,","199055008","end_of_pregnancy","SNOMEDCT_US"
"C0473388","Other threatened labour unspecified","644.1","644.1","end_of_pregnancy","ICD9CM"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141.","end_of_pregnancy","RCD2"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141.","end_of_pregnancy","RCD"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141.","end_of_pregnancy","RCD2"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141.","end_of_pregnancy","RCD"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141z","end_of_pregnancy","RCD2"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141z","end_of_pregnancy","RCD"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L1410","end_of_pregnancy","RCD2"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L1410","end_of_pregnancy","RCD"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141z","end_of_pregnancy","RCD2"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L141z","end_of_pregnancy","RCD"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L1410","end_of_pregnancy","RCD2"
"C0473388","Other threatened labour unspecified","L141.,L1410,L141z","L1410","end_of_pregnancy","RCD"
"C0473390","Threatened premature labour unspecified","199047001,199048006,199051004,4946002,","199047001","end_of_pregnancy","SNOMEDCT_US"
"C0473390","Threatened premature labour unspecified","199047001,199048006,199051004,4946002,","199048006","end_of_pregnancy","SNOMEDCT_US"
"C0473390","Threatened premature labour unspecified","199047001,199048006,199051004,4946002,","199051004","end_of_pregnancy","SNOMEDCT_US"
"C0473390","Threatened premature labour unspecified","199047001,199048006,199051004,4946002,","4946002","end_of_pregnancy","SNOMEDCT_US"
"C0473390","Threatened premature labour unspecified","644","644","end_of_pregnancy","ICD9CM"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L1400","end_of_pregnancy","RCD2"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L1400","end_of_pregnancy","RCD"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140z","end_of_pregnancy","RCD2"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140z","end_of_pregnancy","RCD"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140.","end_of_pregnancy","RCD2"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140.","end_of_pregnancy","RCD"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L1400","end_of_pregnancy","RCD2"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L1400","end_of_pregnancy","RCD"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140z","end_of_pregnancy","RCD2"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140z","end_of_pregnancy","RCD"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140.","end_of_pregnancy","RCD2"
"C0473390","Threatened premature labour unspecified","L140.,L1400,L140z","L140.","end_of_pregnancy","RCD"
"C0473462","Abnormality of forces of labor","156210004,156214008,199842006,35882009,","156210004","end_of_pregnancy","SNOMEDCT_US"
"C0473462","Abnormality of forces of labor","156210004,156214008,199842006,35882009,","156214008","end_of_pregnancy","SNOMEDCT_US"
"C0473462","Abnormality of forces of labor","156210004,156214008,199842006,35882009,","35882009","end_of_pregnancy","SNOMEDCT_US"
"C0473462","Abnormality of forces of labor","156210004,156214008,199842006,35882009,","199842006","end_of_pregnancy","SNOMEDCT_US"
"C0473462","Abnormality of forces of labor","661","661","end_of_pregnancy","ICD9CM"
"C0473462","Abnormality of forces of labor","L31..,L31z.,L31z0","L31z0","end_of_pregnancy","RCD"
"C0473462","Abnormality of forces of labor","L31..,L31z.,L31z0","L31z.","end_of_pregnancy","RCD"
"C0473462","Abnormality of forces of labor","L31..,L31z.,L31z0","L31..","end_of_pregnancy","RCD"
"C0473462","Abnormality of forces of labor","L31z.,L31z0","L31z.","end_of_pregnancy","RCD2"
"C0473462","Abnormality of forces of labor","L31z.,L31z0","L31z0","end_of_pregnancy","RCD2"
"C0473462","Abnormality of forces of labor","O62","O62","end_of_pregnancy","ICD10CM"
"C0473472","Precipitate labor","156213002,199832009,199835006,","199832009","end_of_pregnancy","SNOMEDCT_US"
"C0473472","Precipitate labor","156213002,199832009,199835006,","199835006","end_of_pregnancy","SNOMEDCT_US"
"C0473472","Precipitate labor","156213002,199832009,199835006,","156213002","end_of_pregnancy","SNOMEDCT_US"
"C0473472","Precipitate labor","661.3","661.3","end_of_pregnancy","ICD9CM"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313z","end_of_pregnancy","RCD2"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313z","end_of_pregnancy","RCD"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313.","end_of_pregnancy","RCD2"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313.","end_of_pregnancy","RCD"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313z","end_of_pregnancy","RCD2"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313z","end_of_pregnancy","RCD"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313.","end_of_pregnancy","RCD2"
"C0473472","Precipitate labor","L313.,L3130,L313z","L313.","end_of_pregnancy","RCD"
"C0473472","Precipitate labor","L313.,L3130,L313z","L3130","end_of_pregnancy","RCD2"
"C0473472","Precipitate labor","L313.,L3130,L313z","L3130","end_of_pregnancy","RCD"
"C0473472","Precipitate labor","L313.,L3130,L313z","L3130","end_of_pregnancy","RCD2"
"C0473472","Precipitate labor","L313.,L3130,L313z","L3130","end_of_pregnancy","RCD"
"C0473472","Precipitate labor","O62.3","O62.3","end_of_pregnancy","ICD10CM"
"C0473485","Maternal distress","156248009,200098002,200103000,87383005,","200098002","ongoing_pregnancy","SNOMEDCT_US"
"C0473485","Maternal distress","156248009,200098002,200103000,87383005,","200103000","ongoing_pregnancy","SNOMEDCT_US"
"C0473485","Maternal distress","156248009,200098002,200103000,87383005,","156248009","ongoing_pregnancy","SNOMEDCT_US"
"C0473485","Maternal distress","156248009,200098002,200103000,87383005,","87383005","ongoing_pregnancy","SNOMEDCT_US"
"C0473485","Maternal distress","669","669","ongoing_pregnancy","ICD9CM"
"C0473485","Maternal distress","L3900,L390z,L390.","L390z","ongoing_pregnancy","RCD"
"C0473485","Maternal distress","L3900,L390z,L390.","L390z","ongoing_pregnancy","RCD2"
"C0473485","Maternal distress","L3900,L390z,L390.","L3900","ongoing_pregnancy","RCD"
"C0473485","Maternal distress","L3900,L390z,L390.","L3900","ongoing_pregnancy","RCD2"
"C0473485","Maternal distress","L3900,L390z,L390.","L3900","ongoing_pregnancy","RCD"
"C0473485","Maternal distress","L3900,L390z,L390.","L3900","ongoing_pregnancy","RCD2"
"C0473485","Maternal distress","L3900,L390z,L390.","L390.","ongoing_pregnancy","RCD"
"C0473485","Maternal distress","L3900,L390z,L390.","L390.","ongoing_pregnancy","RCD2"
"C0473485","Maternal distress","L3900,L390z,L390.","L390.","ongoing_pregnancy","RCD"
"C0473485","Maternal distress","L3900,L390z,L390.","L390.","ongoing_pregnancy","RCD2"
"C0473485","Maternal distress","L3900,L390z,L390.","L390z","ongoing_pregnancy","RCD"
