"Condition","Coding system","Code","Code name","Concept","Concept name","Tags","Code_range"
"Preeclampsia","RCD2","L12B.","Protein hypertens of pregnancy","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","RCD2","L16C0","Gestational proteinuria","C0269674","Gestational proteinuria",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","156106005","Pre-eclampsia","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","156107001","Transient hypertension of pregnancy","C0341934","Transient hypertension of pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","156108006","Mild pre-eclampsia","C0269658","Mild pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","156109003","Pre-eclampsia NOS","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","156110008","Severe proteinuric hypertension of pregnancy","C0341950","Severe pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","156111007","Eclampsia","C0013537","Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","156125008","Gestational proteinuria","C0269674","Gestational proteinuria",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","15938005","Eclampsia","C0013537","Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198963003","Transient hypertension of pregnancy","C0341934","Transient hypertension of pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198964009","Transient hypertension of pregnancy unspecified","C0341934","Transient hypertension of pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198970003","Transient hypertension of pregnancy","C0341934","Transient hypertension of pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198971004","Transient hypertension of pregnancy NOS","C0341934","Transient hypertension of pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198972006","Mild or unspecified pre-eclampsia","C0269658","Mild pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198973001","Mild or unspecified pre-eclampsia unspecified","C0269658","Mild pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198978005","Mild pre-eclampsia","C0269658","Mild pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198979002","Pre-eclampsia NOS","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198980004","Mild or unspecified pre-eclampsia NOS","C0269658","Mild pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198981000","PET - Severe pre-eclamptic toxaemia","C0341950","Severe pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198982007","Severe pre-eclampsia unspecified","C0341950","Severe pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198987001","Severe pre-eclampsia NOS","C0341950","Severe pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198988006","Eclampsia","C0013537","Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198989003","Eclampsia unspecified","C0013537","Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198992004","Eclampsia in pregnancy","C0156677","Eclampsia in pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198994003","Eclampsia in pregnancy","C0156677","Eclampsia in pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","198996001","Eclampsia NOS","C0013537","Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","199011002","Proteinuric hypertension of pregnancy","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","199140001","Gestational proteinuria","C0269674","Gestational proteinuria",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","237279007","Transient hypertension of pregnancy","C0341934","Transient hypertension of pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","267200002","Mild or unspecified pre-eclampsia","C0269658","Mild pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","267306006","Pre-eclampsia","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","288201007","Pre-eclampsia NOS","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","30354006","Transient hypertension of pregnancy","C0341934","Transient hypertension of pregnancy",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","34165000","Gestational proteinuria","C0269674","Gestational proteinuria",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","398254007","Pre-eclampsia","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","41114007","Mild pre-eclampsia","C0269658","Mild pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","46764007","EPH - Edema, proteinuria and hypertension of pregnancy","C0032914","Pre-Eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","46764007","Severe pre-eclampsia","C0341950","Severe pre-eclampsia",NA,"N/A"
"Preeclampsia","SNOMEDCT_US","6758009","EPH - Edema, proteinuria and hypertension of pregnancy","C0032914","Pre-Eclampsia",NA,"N/A"
"Preterm birth","ICD10","O60","Preterm delivery","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","ICD10","P07.2","Extreme immaturity","C0270078","Extreme immaturity",NA,"N/A"
"Preterm birth","ICD10","P07.3","Other preterm infants","C0029713","Other preterm infants",NA,"N/A"
"Preterm birth","ICD10CM","O60","Preterm labor","C0022876","Premature Obstetric Labor",NA,"N/A"
"Preterm birth","ICD10CM","P07.2","Less than 28 completed weeks (less than 196 completed days) of gestation.","C2909938","Less than 28 completed weeks (less than 196 completed days) of gestation.",NA,"N/A"
"Preterm birth","ICD10CM","P07.2","Extreme immaturity of newborn","C2909939","Extreme immaturity of newborn",NA,"N/A"
"Preterm birth","ICD10CM","P07.20","Extreme immaturity of newborn, unspecified weeks of gestation","C2909940","Extreme immaturity of newborn, unspecified weeks of gestation",NA,"N/A"
"Preterm birth","ICD10CM","P07.20","Gestational age less than 28 completed weeks NOS","C3264529","Gestational age less than 28 completed weeks NOS",NA,"N/A"
"Preterm birth","ICD10CM","P07.21","Extreme immaturity of newborn, gestational age less than 23 weeks, 0 days","C3264530","Extreme immaturity of newborn, gestational age less than 23 weeks, 0 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.21","Extreme immaturity of newborn, gestational age less than 23 completed weeks","C3264531","Extreme immaturity of newborn, gestational age less than 23 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.22","Extreme immaturity of newborn, gestational age 23 weeks, 0 days through 23 weeks, 6 days","C3264532","Extreme immaturity of newborn, gestational age 23 weeks, 0 days through 23 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.22","Extreme immaturity of newborn, gestational age 23 completed weeks","C3264533","Extreme immaturity of newborn, gestational age 23 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.23","Extreme immaturity of newborn, gestational age 24 completed weeks","C2909943","Extreme immaturity of newborn, gestational age 24 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.23","Extreme immaturity of newborn, gestational age 24 weeks, 0 days through 24 weeks, 6 days","C3264534","Extreme immaturity of newborn, gestational age 24 weeks, 0 days through 24 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.24","Extreme immaturity of newborn, gestational age 25 weeks, 0 days through 25 weeks, 6 days","C3264535","Extreme immaturity of newborn, gestational age 25 weeks, 0 days through 25 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.24","Extreme immaturity of newborn, gestational age 25 completed weeks","C3264536","Extreme immaturity of newborn, gestational age 25 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.25","Extreme immaturity of newborn, gestational age 26 weeks, 0 days through 26 weeks, 6 days","C3264537","Extreme immaturity of newborn, gestational age 26 weeks, 0 days through 26 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.25","Extreme immaturity of newborn, gestational age 26 completed weeks","C3264538","Extreme immaturity of newborn, gestational age 26 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.26","Extreme immaturity of newborn, gestational age 27 weeks, 0 days through 27 weeks, 6 days","C3264539","Extreme immaturity of newborn, gestational age 27 weeks, 0 days through 27 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.26","Extreme immaturity of newborn, gestational age 27 completed weeks","C3264540","Extreme immaturity of newborn, gestational age 27 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.3","Prematurity NOS","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","ICD10CM","P07.3","28 completed weeks or more but less than 37 completed weeks (196 completed days but less than 259 completed days) of gestation.","C2909944","28 completed weeks or more but less than 37 completed weeks (196 completed days but less than 259 completed days) of gestation.",NA,"N/A"
"Preterm birth","ICD10CM","P07.3","Preterm [premature] newborn [other]","C3264541","Preterm [premature] newborn [other]",NA,"N/A"
"Preterm birth","ICD10CM","P07.30","Preterm newborn, unspecified weeks of gestation","C2909946","Preterm newborn, unspecified weeks of gestation",NA,"N/A"
"Preterm birth","ICD10CM","P07.31","Preterm newborn, gestational age 28 weeks, 0 days through 28 weeks, 6 days","C3264542","Preterm newborn, gestational age 28 weeks, 0 days through 28 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.31","Preterm newborn, gestational age 28 completed weeks","C3264543","Preterm newborn, gestational age 28 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.32","Preterm newborn, gestational age 29 weeks, 0 days through 29 weeks, 6 days","C3264544","Preterm newborn, gestational age 29 weeks, 0 days through 29 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.32","Preterm newborn, gestational age 29 completed weeks","C3264545","Preterm newborn, gestational age 29 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.33","Preterm newborn, gestational age 30 weeks, 0 days through 30 weeks, 6 days","C3264546","Preterm newborn, gestational age 30 weeks, 0 days through 30 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.33","Preterm newborn, gestational age 30 completed weeks","C3264547","Preterm newborn, gestational age 30 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.34","Preterm newborn, gestational age 31 weeks, 0 days through 31 weeks, 6 days","C3264548","Preterm newborn, gestational age 31 weeks, 0 days through 31 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.34","Preterm newborn, gestational age 31 completed weeks","C3264549","Preterm newborn, gestational age 31 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.35","Preterm newborn, gestational age 32 weeks, 0 days through 32 weeks, 6 days","C3264550","Preterm newborn, gestational age 32 weeks, 0 days through 32 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.35","Preterm newborn, gestational age 32 completed weeks","C3264551","Preterm newborn, gestational age 32 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.36","Preterm newborn, gestational age 33 weeks, 0 days through 33 weeks, 6 days","C3264552","Preterm newborn, gestational age 33 weeks, 0 days through 33 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.36","Preterm newborn, gestational age 33 completed weeks","C3264553","Preterm newborn, gestational age 33 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.37","Preterm newborn, gestational age 34 weeks, 0 days through 34 weeks, 6 days","C3264554","Preterm newborn, gestational age 34 weeks, 0 days through 34 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.37","Preterm newborn, gestational age 34 completed weeks","C3264555","Preterm newborn, gestational age 34 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.38","Preterm newborn, gestational age 35 weeks, 0 days through 35 weeks, 6 days","C3264556","Preterm newborn, gestational age 35 weeks, 0 days through 35 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.38","Preterm newborn, gestational age 35 completed weeks","C3264557","Preterm newborn, gestational age 35 completed weeks",NA,"N/A"
"Preterm birth","ICD10CM","P07.39","Preterm newborn, gestational age 36 weeks, 0 days through 36 weeks, 6 days","C3264558","Preterm newborn, gestational age 36 weeks, 0 days through 36 weeks, 6 days",NA,"N/A"
"Preterm birth","ICD10CM","P07.39","Preterm newborn, gestational age 36 completed weeks","C3264559","Preterm newborn, gestational age 36 completed weeks",NA,"N/A"
"Preterm birth","ICD9CM","644.2","Early onset of delivery","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","ICD9CM","765.0","Extreme immaturity","C0270078","Extreme immaturity",NA,"N/A"
"Preterm birth","ICD9CM","765.1","Other preterm infants","C0029713","Other preterm infants",NA,"N/A"
"Preterm birth","ICD9CM","765.10","Other preterm infants, unspecified [weight]","C0029713","Other preterm infants",NA,"N/A"
"Preterm birth","ICD9CM","765.11","Other preterm infants, less than 500 grams","C0158905","Other preterm infants, less than 500 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.12","Other preterm infants, 500-749 grams","C0158906","Other preterm infants, 500-749 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.13","Other preterm infants, 750-999 grams","C0158907","Other preterm infants, 750-999 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.14","Other preterm infants, 1,000-1,249 grams","C0158908","Other preterm infants, 1,000-1,249 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.15","Other preterm infants, 1,250-1,499 grams","C0158909","Other preterm infants, 1,250-1,499 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.16","Other preterm infants, 1,500-1,749 grams","C0158910","Other preterm infants, 1,500-1,749 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.17","Other preterm infants, 1,750-1,999 grams","C0158911","Other preterm infants, 1,750-1,999 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.18","Other preterm infants, 2,000-2,499 grams","C0158912","Other preterm infants, 2,000-2,499 grams",NA,"N/A"
"Preterm birth","ICD9CM","765.19","Other preterm infants, 2,500 grams and over","C0158913","Other preterm infants, 2,500 grams and over",NA,"N/A"
"Preterm birth","ICD9CM","765.21","Less than 24 completed weeks of gestation","C0730521","Gestation less than 24 weeks",NA,"N/A"
"Preterm birth","ICD9CM","765.22","24 completed weeks of gestation","C0730522","Gestation period, 24 weeks",NA,"N/A"
"Preterm birth","ICD9CM","765.23","25-26 completed weeks of gestation","C1135242","25-26 completed weeks of gestation",NA,"N/A"
"Preterm birth","ICD9CM","765.24","27-28 completed weeks of gestation","C1135243","27-28 completed weeks of gestation",NA,"N/A"
"Preterm birth","ICD9CM","765.25","29-30 completed weeks of gestation","C1135244","29-30 completed weeks of gestation",NA,"N/A"
"Preterm birth","ICD9CM","765.26","31-32 completed weeks of gestation","C1135245","31-32 completed weeks of gestation",NA,"N/A"
"Preterm birth","ICD9CM","765.27","33-34 completed weeks of gestation","C1135246","33-34 completed weeks of gestation",NA,"N/A"
"Preterm birth","ICD9CM","765.28","35-36 completed weeks of gestation","C1135247","35-36 completed weeks of gestation",NA,"N/A"
"Preterm birth","ICPC","A93","Premature/immature newborn","C0233315","Premature birth of newborn",NA,"N/A"
"Preterm birth","MTHICD9","644.2","Onset of delivery before 37 completed weeks of gestation","C0269669","Premature labor with onset of delivery before 37 completed weeks of gestation",NA,"N/A"
"Preterm birth","MTHICD9","765.10","Other preterm infants, unspecified","C0029713","Other preterm infants",NA,"N/A"
"Preterm birth","MTHICD9","765.19","Other preterm infants, 2,500+ grams","C0158913","Other preterm infants, 2,500 grams and over",NA,"N/A"
"Preterm birth","RCD2","62X0.","Gestation <24 weeks","C0730521","Gestation less than 24 weeks",NA,"N/A"
"Preterm birth","RCD2","62X1.","Gestation = 24 weeks","C0730522","Gestation period, 24 weeks",NA,"N/A"
"Preterm birth","RCD2","6352.","Baby v. premature 32-36 weeks","C0419394","Baby very premature 32-36 weeks",NA,"N/A"
"Preterm birth","RCD2","6353.","Baby extremely prem.28-32 week","C0419395","Baby extremely premature 28-32 weeks",NA,"N/A"
"Preterm birth","RCD2","6356.","Baby premature 26-28 weeks","C0560306","Baby premature 26-28 weeks",NA,"N/A"
"Preterm birth","RCD2","6357.","Baby premature 24-26 weeks","C0588032","Baby premature 24-26 weeks",NA,"N/A"
"Preterm birth","RCD2","6358.","Baby premature 39 weeks","C0588036","Baby premature 39 weeks",NA,"N/A"
"Preterm birth","RCD2","635B.","Baby premature 36 weeks","C0588039","Baby premature 36 weeks",NA,"N/A"
"Preterm birth","RCD2","L14..","Early or threatened labour","C0022876","Premature Obstetric Labor",NA,"N/A"
"Preterm birth","RCD2","L142.","Early onset of delivery","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","RCD2","L142z","Early onset of delivery NOS","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","RCD2","Q11..","Short gest./low birthwt.prob.","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","RCD2","Q110.","Very premature-<1000g/<28 week","C0411095","Very premature - less than 1000g or less than 28 weeks",NA,"N/A"
"Preterm birth","RCD2","Q112.","Extreme immaturity","C0270078","Extreme immaturity",NA,"N/A"
"Preterm birth","RCD2","Q116.","Premature infant 28-37 weeks","C0588225","Premature infant 28-37 weeks",NA,"N/A"
"Preterm birth","RCD2","Q11z.","Born premature NOS","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","RCD2","Qyu11","[X]Other preterm infants","C0029713","Other preterm infants",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147035002","Gestation <24 weeks","C0730521","Gestation less than 24 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147036001","Gestation = 24 weeks","C0730522","Gestation period, 24 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147079004","Premature baby","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147081002","Baby very premature 32-36 weeks","C0419394","Baby very premature 32-36 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147082009","Baby extremely premature 28-32 weeks","C0419395","Baby extremely premature 28-32 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147085006","Baby premature 26-28 weeks","C0560306","Baby premature 26-28 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147086007","Baby premature 24-26 weeks","C0588032","Baby premature 24-26 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147087003","Baby premature 39 weeks","C0588036","Baby premature 39 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","147090009","Baby premature 36 weeks","C0588039","Baby premature 36 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","156118001","Labor - premature","C0022876","Premature Obstetric Labor",NA,"N/A"
"Preterm birth","SNOMEDCT_US","156120003","Premature labor","C0022876","Premature Obstetric Labor",NA,"N/A"
"Preterm birth","SNOMEDCT_US","157080005","Preterm infant","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169806005","Gestation <24 weeks","C0730521","Gestation less than 24 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169807001","Gestation = 24 weeks","C0730522","Gestation period, 24 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169848003","Premature baby","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169850006","Baby very premature 32-36 weeks","C0419394","Baby very premature 32-36 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169851005","Baby extremely premature 28-32 weeks","C0419395","Baby extremely premature 28-32 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169853008","Baby premature 26-28 weeks","C0560306","Baby premature 26-28 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169854002","Baby premature 24-26 weeks","C0588032","Baby premature 24-26 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169855001","Baby premature 39 weeks","C0588036","Baby premature 39 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","169858004","Baby premature 36 weeks","C0588039","Baby premature 36 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","199046005","Premature labor","C0022876","Premature Obstetric Labor",NA,"N/A"
"Preterm birth","SNOMEDCT_US","199056009","Delivery: [early onset] or [premature]","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","SNOMEDCT_US","199059002","Early onset of delivery NOS","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","SNOMEDCT_US","206167009","Baby born premature","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","SNOMEDCT_US","206168004","Immature baby","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","SNOMEDCT_US","206168004","Very premature - less than 1000g or less than 28 weeks","C0411095","Very premature - less than 1000g or less than 28 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","206170008","Extreme immaturity","C0270078","Extreme immaturity",NA,"N/A"
"Preterm birth","SNOMEDCT_US","206177006","Premature infant 28-37 weeks","C0588225","Premature infant 28-37 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","206621008","[X]Other preterm infants","C0029713","Other preterm infants",NA,"N/A"
"Preterm birth","SNOMEDCT_US","267310009","Labor - premature","C0022876","Premature Obstetric Labor",NA,"N/A"
"Preterm birth","SNOMEDCT_US","268817004","Very premature - less than 1000g or less than 28 weeks","C0411095","Very premature - less than 1000g or less than 28 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","270496001","Early onset of delivery","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","SNOMEDCT_US","276658003","Extreme prematurity of infant","C0270078","Extreme immaturity",NA,"N/A"
"Preterm birth","SNOMEDCT_US","282020008","Premature delivery","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","SNOMEDCT_US","310523002","Baby premature 24-26 weeks","C0588032","Baby premature 24-26 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","310527001","Baby premature 39 weeks","C0588036","Baby premature 39 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","310530008","Baby premature 36 weeks","C0588039","Baby premature 36 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","310548004","Baby premature 26-28 weeks","C0560306","Baby premature 26-28 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","310661005","Premature infant 28-37 weeks","C0588225","Premature infant 28-37 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","313178001","Gestation less than 24 weeks","C0730521","Gestation less than 24 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","313179009","Gestation period, 24 weeks","C0730522","Gestation period, 24 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","367494004","Premature birth of newborn","C0233315","Premature birth of newborn",NA,"N/A"
"Preterm birth","SNOMEDCT_US","395507008","Premature infant","C0021294","Infant, Premature",NA,"N/A"
"Preterm birth","SNOMEDCT_US","43963002","Early onset of delivery before 37 weeks","C0269669","Premature labor with onset of delivery before 37 completed weeks of gestation",NA,"N/A"
"Preterm birth","SNOMEDCT_US","47243004","Extreme immaturity of fetus","C0270078","Extreme immaturity",NA,"N/A"
"Preterm birth","SNOMEDCT_US","4886009","Premature birth of newborn male","C0233316","Premature birth of newborn male",NA,"N/A"
"Preterm birth","SNOMEDCT_US","49550006","Premature pregnancy delivered","C0151526","Premature Birth",NA,"N/A"
"Preterm birth","SNOMEDCT_US","6383007","Premature labor","C0022876","Premature Obstetric Labor",NA,"N/A"
"Preterm birth","SNOMEDCT_US","65588006","Premature birth of newborn","C0233315","Premature birth of newborn",NA,"N/A"
"Preterm birth","SNOMEDCT_US","69471007","Gestation period, 24 weeks","C0730522","Gestation period, 24 weeks",NA,"N/A"
"Preterm birth","SNOMEDCT_US","771299009","Prematurity of infant","C0021294","Infant, Premature",NA,"N/A"
"Rheumatoid arthritis","ICD10","M05","Seropositive rheumatoid arthritis","C0409651","Seropositive rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10","M05.0","Felty's syndrome","C0015773","Felty Syndrome",NA,"N/A"
"Rheumatoid arthritis","ICD10","M05.2","Rheumatoid vasculitis","C0240903","Rheumatoid Vasculitis",NA,"N/A"
"Rheumatoid arthritis","ICD10","M05.3","Rheumatoid arthritis with involvement of other organs and systems","C0494896","Rheumatoid arthritis with involvement of other organs and systems",NA,"N/A"
"Rheumatoid arthritis","ICD10","M05.8","Other seropositive rheumatoid arthritis","C0477541","Other seropositive rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10","M05.9","Seropositive rheumatoid arthritis, unspecified","C0409651","Seropositive rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10","M06.0","Seronegative rheumatoid arthritis","C0409652","Seronegative rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10","M06.1","Adult-onset Still's disease","C0085253","Adult-Onset Still Disease",NA,"N/A"
"Rheumatoid arthritis","ICD10","M06.3","Rheumatoid nodule","C0035450","Rheumatoid Nodule",NA,"N/A"
"Rheumatoid arthritis","ICD10","M06.8","Other specified rheumatoid arthritis","C0477542","Other specified rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10","M06.9","Rheumatoid arthritis, unspecified","C0003873","Rheumatoid Arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10","M08.4","Pauciarticular juvenile arthritis","C0157917","Pauciarticular juvenile rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M05.0","Felty's syndrome","C0015773","Felty Syndrome",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M05.00","Felty's syndrome, unspecified site","C0015773","Felty Syndrome",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M05.6","Rheumatoid arthritis with involvement of other organs and systems","C0494896","Rheumatoid arthritis with involvement of other organs and systems",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M06.1","Adult-onset Still's disease","C0085253","Adult-Onset Still Disease",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M06.3","Rheumatoid nodule","C0035450","Rheumatoid Nodule",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M06.8","Other specified rheumatoid arthritis","C0477542","Other specified rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M06.80","Other specified rheumatoid arthritis, unspecified site","C0477542","Other specified rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M06.9","Rheumatoid arthritis, unspecified","C0003873","Rheumatoid Arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M08.4","Pauciarticular juvenile rheumatoid arthritis","C0157917","Pauciarticular juvenile rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD10CM","M08.40","Pauciarticular juvenile rheumatoid arthritis, unspecified site","C0157917","Pauciarticular juvenile rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD9CM","714.0","Rheumatoid arthritis","C0003873","Rheumatoid Arthritis",NA,"N/A"
"Rheumatoid arthritis","ICD9CM","714.1","Felty's syndrome","C0015773","Felty Syndrome",NA,"N/A"
"Rheumatoid arthritis","ICD9CM","714.2","Other rheumatoid arthritis with visceral or systemic involvement","C0157914","Other rheumatoid arthritis with visceral or systemic involvement",NA,"N/A"
"Rheumatoid arthritis","ICD9CM","714.30","Polyarticular juvenile rheumatoid arthritis, chronic or unspecified","C0837691","Polyarticular juvenile rheumatoid arthritis, chronic or unspecified",NA,"N/A"
"Rheumatoid arthritis","ICD9CM","714.32","Pauciarticular juvenile rheumatoid arthritis","C0157917","Pauciarticular juvenile rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","ICPC","L88","Rheumatoid arthrit/allied cond","C0409651","Seropositive rheumatoid arthritis",NA,"N/A"
"Rheumatoid arthritis","MTHICD9","714.0","Arthritis or polyarthritis, atrophic","C0003873","Rheumatoid Arthritis",NA,"N/A"
"Rheumatoid arthritis","MTHICD9","714.1","Rheumatoid arthritis with splenoadenomegaly and leukopenia","C0015773","Felty Syndrome",NA,"N/A"
